Tissue: Lung (Deflated)
Frequency Hz	Permittivity	Elec. Cond. (S/m)
1000000000	51.102056420729326	0.8970527001434507
1090000000	50.8459761233663	0.9337716438072434
1180000000	50.6143628813559	0.9720336464834574
1270000000	50.40200456671343	1.011874535223711
1360000000	50.20502304545992	1.0533174525614277
1450000000	50.020472546879205	1.0963760995842464
1540000000	49.846075442967305	1.1410570144577605
1630000000	49.68004340014643	1.1873612111222551
1720000000	49.5209532756909	1.2352853821661354
1810000000	49.36765910184756	1.2848227978803275
1900000000	49.219228444993966	1.3359639891474366
1990000000	49.07489558842793	1.3886972737149195
2080000000	48.934026553498924	1.4430091671392355
2170000000	48.79609259726026	1.498884707552419
2260000000	48.66064987579081	1.5563077151745868
2350000000	48.527323656955446	1.6152610018151012
2440000000	48.39579593420026	1.6757265416179328
2530000000	48.26579561351612	1.737685611465802
2620000000	48.13709066880778	1.8011189074056062
2710000000	48.009481818451675	1.8660066419563994
2800000000	47.88279738857345	1.9323286260502066
2890000000	47.75688911026442	2.0000643385248256
2980000000	47.631628657823825	2.0691929854597606
3070000000	47.506904779460356	2.139693551167536
3160000000	47.38262090506256	2.211544842284218
3250000000	47.258693140701524	2.2847255261172914
3340000000	47.13504857861305	2.359214164185834
3430000000	47.01162386606333	2.434989241712259
3520000000	46.88836398784629	2.5120291936857613
3610000000	46.76522122600386	2.5903124280067034
3700000000	46.64215426730339	2.6698173461322168
3790000000	46.51912743449041	2.7505223615716057
3880000000	46.39611002169576	2.832405916521998
3970000000	46.27307571786261	2.9154464968873737
4060000000	46.150002104861876	2.9996226458852795
4150000000	46.02687021923125	3.084912976413752
4240000000	45.90366416831338	3.171296182324617
4330000000	45.780370793071626	3.2587510487275515
4420000000	45.65697937109421	3.3472564614311024
4510000000	45.53348135431231	3.4367914156117796
4600000000	45.40987013679692	3.527335023789554
4690000000	45.28614084869682	3.618866523177434
4780000000	45.16229017296032	3.711365282463814
4870000000	45.038316181970146	3.8048108080785896
4960000000	44.91421819162854	3.8991827499876255
5050000000	44.78999663077382	3.994460907054603
5140000000	44.665652924100016	4.090625232004584
5230000000	44.54118938699781	4.187655836019601
5320000000	44.416609130944295	4.285532992993125
5410000000	44.291915978248134	4.384237143467285
5500000000	44.16711438510942	4.483748898274141
5590000000	44.0422093720845	4.584049041900137
5680000000	43.91720646115912	4.685118535590846
5770000000	43.792111618730175	4.786938520211562
5860000000	43.66693120388059	4.8894903188777725
5950000000	43.54167192140419	4.992755439368256
6040000000	43.416340779101404	5.096715576332536
6130000000	43.29094504892057	5.201352613303289
6220000000	43.16549223156863	5.3066486245236675
6310000000	43.03999002425608	5.4125858765984995
6400000000	42.91444629127827	5.519146829977847
6490000000	42.788869037166975	5.62631414028074
6580000000	42.66326638217487	5.734070659466368
6670000000	42.53764653988003	5.842399436859562
6760000000	42.412017796719894	5.951283720036999
6850000000	42.28638849328356	6.060706955580144
6940000000	42.16076700720826	6.17065278970064
7030000000	42.035161737541436	6.281105068743574
7120000000	41.90958109044328	6.392047839573674
7210000000	41.78403346611651	6.503465349849399
7300000000	41.65852724686135	6.615342048189497
7390000000	41.53307078616283	6.727662584236531
7480000000	41.407672398726376	6.8404118086215915
7570000000	41.2823403513852	6.953574772834256
7660000000	41.15708285481032	7.067136729001791
7750000000	41.031908055959235	7.181083129581258
7840000000	40.90682403120634	7.2953996269682335
7930000000	40.78183878010157	7.410072073025597
8020000000	40.6569602197096	7.525086518535775
8110000000	40.53219617948523	7.640429212579731
8200000000	40.407554396644414	7.756086601845758
8290000000	40.2830425119942	7.872045329871294
8380000000	40.158668066187005	7.98829223622053
8470000000	40.034438496368224	8.104814355600796
8560000000	39.91036113318826	8.221598916920462
8650000000	39.78644319815225	8.338633342291038
8740000000	39.66269180128317	8.455905245976089
8830000000	39.5391139390755	8.573402433289493
8920000000	39.41571649271867	8.691112899445498
9010000000	39.292506226570886	8.809024828362984
9100000000	39.16948978686524	8.927126591426182
9190000000	39.046673700632006	9.0454067462042
9280000000	38.92406437482096	9.163854035131413
9370000000	38.80166809561029	9.282457384150941
9460000000	38.679491027888076	9.401205901323193
9550000000	38.55753921489435	9.52008887540152
9640000000	38.435818578012416	9.639095774376896
9730000000	38.31433491669826	9.758216243993482
9820000000	38.19309390853849	9.877440106236921
9910000000	38.072101109427386	9.996757357797144
10000000000	37.951361953854324	10.116158168507328
